SI_NO,SKU_Codes,Brand_Name,Item_name,Category,Quantities,UQC,ordered_unit,family_key
1458.0,GOK-DAI-COL-100GM,gokul fresh,cold pressed mustard oil,dairy,100 gm,GM,bottles,gokul fresh cold pressed mustard oil
1459.0,GRE-ORG-TAM-1KG,green valley,tamarind paste,organic,1 kg,KG,packets,green valley tamarind paste
1460.0,SAP-DAI-PRE-100GM,sapna foods,premium sattu,dairy,100 gm,GM,packets,sapna foods premium sattu
1461.0,GRE-ORG-SAT-1LTR,green valley,sattu drink mix,organic,1 ltr,LTR,packets,green valley sattu drink mix
1462.0,RAN-SNA-NAR-100GM,ranchi fresh,nariyal sukha,snacks,100 gm,GM,packets,ranchi fresh nariyal sukha
1463.0,SHR-DAI-SES-1LTR,shree ganesh,sesame oil,dairy,1 ltr,LTR,bottles,shree ganesh sesame oil
1464.0,GOK-BEV-GUL-500GM,gokul fresh,gulkand syrup,beverage,500 gm,GM,packets,gokul fresh gulkand syrup
1465.0,ANM-HEA-BLA-1KG,anmol fresh,black rice,health,1 kg,KG,bags,anmol fresh black rice
1466.0,ANN-SPI-BAR-250GM,annapoorna farms,barley flour,spices,250 gm,GM,packets,annapoorna farms barley flour
1467.0,RAS-SPI-ORG-100GM,rasoi magic,organic rava,spices,100 gm,GM,packets,rasoi magic organic rava
1468.0,GRE-STA-TAM-1KG,green valley,tamarind paste,staples,1 kg,KG,packets,green valley tamarind paste
1469.0,ANN-SPI-COL-1LTR,annapoorna farms,cold pressed mustard oil,spices,1 ltr,LTR,bottles,annapoorna farms cold pressed mustard oil
1470.0,TAS-HEA-PRE-500GM,tastybasket,premium sattu,health,500 gm,GM,packets,tastybasket premium sattu
1471.0,TRI-SNA-NAR-1KG,triveni foods,nariyal sukha,snacks,1 kg,KG,packets,triveni foods nariyal sukha
1472.0,HIM-HEA-BLA-500GM,himalaya greens,black rice,health,500 gm,GM,bags,himalaya greens black rice
1473.0,VED-SNA-TOO-500ML,vedic provisions,toor dal premium,snacks,500 ml,ML,packets,vedic provisions toor dal premium
1474.0,HIM-DAI-CHI-500GM,himalaya greens,chilli flakes,dairy,500 gm,GM,packets,himalaya greens chilli flakes
1475.0,DES-SPI-ORG-500GM,deshvidesh,organic rava,spices,500 gm,GM,packets,deshvidesh organic rava
1476.0,MAN-ORG-PEA-1KG,mandala foods,peanut butter (natural),organic,1 kg,KG,packets,mandala foods peanut butter (natural)
1477.0,DES-BEV-NAR-250GM,desimart,nariyal sukha,beverage,250 gm,GM,packets,desimart nariyal sukha
1478.0,KIS-ORG-BLA-1LTR,kisan plus,black rice,organic,1 ltr,LTR,bags,kisan plus black rice
1479.0,KHA-DAI-FOX-500GM,khanna foods,foxtail millet,dairy,500 gm,GM,packets,khanna foods foxtail millet
1480.0,SWA-ORG-BAR-1KG,swadisht,barley flour,organic,1 kg,KG,packets,swadisht barley flour
1481.0,HIM-SPI-NAR-1KG,himalaya greens,nariyal sukha,spices,1 kg,KG,packets,himalaya greens nariyal sukha
1482.0,PUR-CON-SAT-1LTR,puredesi,sattu drink mix,condiments,1 ltr,LTR,packets,puredesi sattu drink mix
1483.0,BHA-DAI-KAS-100GM,bharat organics,kasuri methi,dairy,100 gm,GM,packets,bharat organics kasuri methi
1484.0,SAH-SNA-COC-1KG,sahyadri farms,coconut flour,snacks,1 kg,KG,packets,sahyadri farms coconut flour
1485.0,RAJ-SNA-COL-1LTR,rajwadi foods,cold pressed mustard oil,snacks,1 ltr,LTR,bottles,rajwadi foods cold pressed mustard oil
1486.0,BHA-DAI-KAS-250GM,bharat organics,kasuri methi,dairy,250 gm,GM,packets,bharat organics kasuri methi
1487.0,SHA-SNA-BLA-100GM,shakti foods,black rice,snacks,100 gm,GM,bags,shakti foods black rice
1488.0,ORG-REA-SES-250GM,organic roots,sesame oil,ready mix,250 gm,GM,bottles,organic roots sesame oil
1489.0,ANA-STA-SAT-250GM,anand bazaar,sattu drink mix,staples,250 gm,GM,packets,anand bazaar sattu drink mix
1490.0,HIM-BEV-SAT-1LTR,himalaya greens,sattu drink mix,beverage,1 ltr,LTR,packets,himalaya greens sattu drink mix
1491.0,IND-HEA-BLA-500ML,indian harvest,black rice,health,500 ml,ML,bags,indian harvest black rice
1492.0,SAP-ORG-TOO-1KG,sapna foods,toor dal premium,organic,1 kg,KG,packets,sapna foods toor dal premium
1493.0,DES-HEA-FOX-1KG,desimart,foxtail millet,health,1 kg,KG,packets,desimart foxtail millet
1494.0,DES-DAI-COL-500ML,deshvidesh,cold pressed mustard oil,dairy,500 ml,ML,bottles,deshvidesh cold pressed mustard oil
1495.0,KIS-SPI-JAG-1LTR,kisan plus,jaggery powder,spices,1 ltr,LTR,packets,kisan plus jaggery powder
1496.0,GOK-HEA-TAM-100GM,gokul fresh,tamarind paste,health,100 gm,GM,packets,gokul fresh tamarind paste
1497.0,SWA-DAI-NAR-250GM,swadisht,nariyal sukha,dairy,250 gm,GM,packets,swadisht nariyal sukha
1498.0,MAN-CON-BLA-500GM,mandala foods,black rice,condiments,500 gm,GM,bags,mandala foods black rice
1499.0,ANM-STA-COL-100GM,anmol fresh,cold pressed mustard oil,staples,100 gm,GM,bottles,anmol fresh cold pressed mustard oil
1500.0,SHR-SPI-CHI-250GM,shree ganesh,chilli flakes,spices,250 gm,GM,packets,shree ganesh chilli flakes
1501.0,HIM-ORG-KAS-100GM,himalaya greens,kasuri methi,organic,100 gm,GM,packets,himalaya greens kasuri methi
1502.0,MAN-ORG-MAS-250GM,mandala foods,masala papad,organic,250 gm,GM,packets,mandala foods masala papad
1503.0,DES-REA-MAS-250GM,deshvidesh,masala papad,ready mix,250 gm,GM,packets,deshvidesh masala papad
1504.0,SAH-STA-SAT-1KG,sahyadri farms,sattu drink mix,staples,1 kg,KG,packets,sahyadri farms sattu drink mix
1505.0,SAH-DAI-FOX-250GM,sahyadri farms,foxtail millet,dairy,250 gm,GM,packets,sahyadri farms foxtail millet
1506.0,ANA-SNA-CHI-500ML,anand bazaar,chilli flakes,snacks,500 ml,ML,packets,anand bazaar chilli flakes
1507.0,KIS-SPI-JAG-500GM,kisan plus,jaggery powder,spices,500 gm,GM,packets,kisan plus jaggery powder
1508.0,SAH-SPI-SES-250GM,sahyadri farms,sesame oil,spices,250 gm,GM,bottles,sahyadri farms sesame oil
1509.0,KHA-DAI-SES-250GM,khanna foods,sesame oil,dairy,250 gm,GM,bottles,khanna foods sesame oil
1510.0,RAN-BEV-FOX-100GM,ranchi fresh,foxtail millet,beverage,100 gm,GM,packets,ranchi fresh foxtail millet
1511.0,ANA-SNA-BAR-100GM,anand bazaar,barley flour,snacks,100 gm,GM,packets,anand bazaar barley flour
1512.0,SAP-STA-ORG-1KG,sapna foods,organic rava,staples,1 kg,KG,packets,sapna foods organic rava
1513.0,DES-HEA-SAT-1LTR,desimart,sattu drink mix,health,1 ltr,LTR,packets,desimart sattu drink mix
1514.0,PAT-ORG-GAR-500ML,patanjali nature,garlic paste,organic,500 ml,ML,packets,patanjali nature garlic paste
1515.0,MAN-SPI-SES-500ML,mandala foods,sesame oil,spices,500 ml,ML,bottles,mandala foods sesame oil
1516.0,RAN-HEA-PEA-1LTR,ranchi fresh,peanut butter (natural),health,1 ltr,LTR,packets,ranchi fresh peanut butter (natural)
1517.0,RAS-BEV-NAR-1LTR,rasoi magic,nariyal sukha,beverage,1 ltr,LTR,packets,rasoi magic nariyal sukha
1518.0,RAS-BEV-MUS-500ML,rasoi magic,mustard chutney,beverage,500 ml,ML,packets,rasoi magic mustard chutney
1519.0,KHA-ORG-TOO-1LTR,khanna foods,toor dal premium,organic,1 ltr,LTR,packets,khanna foods toor dal premium
1520.0,TAS-DAI-FOX-250G,tastybasket,foxtail millet,dairy,250 gm,GM,packets,tastybasket foxtail millet
1521.0,JAI-SPI-COL-1KG,jai kisan,cold pressed mustard oil,spices,1 kg,KG,bottles,jai kisan cold pressed mustard oil
1522.0,KHA-BEV-PRE-500ML,khanna foods,premium sattu,beverage,500 ml,ML,packets,khanna foods premium sattu
1523.0,SWA-ORG-MUS-250G,swadisht,mustard chutney,organic,250 gm,GM,packets,swadisht mustard chutney
1524.0,ANN-HEA-BAR-500GM,annapoorna farms,barley flour,health,500 gm,GM,packets,annapoorna farms barley flour
1525.0,HIM-DAI-PEA-500ML,himalaya greens,peanut butter (natural),dairy,500 ml,ML,packets,himalaya greens peanut butter (natural)
1526.0,RAN-ORG-COC-1KG,ranchi fresh,coconut flour,organic,1 kg,KG,packets,ranchi fresh coconut flour
1527.0,DES-BEV-COL-500ML,deshvidesh,cold pressed mustard oil,beverage,500 ml,ML,bottles,deshvidesh cold pressed mustard oil
1528.0,IND-STA-BLA-500GM,indian harvest,black rice,staples,500 gm,GM,bags,indian harvest black rice
1529.0,HEA-HEA-GAR-1LTR,healthyroots,garlic paste,health,1 ltr,LTR,packets,healthyroots garlic paste
1530.0,SHA-SNA-BAR-500ML,shakti foods,barley flour,snacks,500 ml,ML,packets,shakti foods barley flour
1531.0,BHA-CON-TOO-250GM,bharat organics,toor dal premium,condiments,250 gm,GM,packets,bharat organics toor dal premium
1532.0,KHA-SPI-ORG-1LTR,khanna foods,organic rava,spices,1 ltr,LTR,packets,khanna foods organic rava
1533.0,LOK-SPI-SAT-500GM,lokmanya foods,sattu drink mix,spices,500 gm,GM,packets,lokmanya foods sattu drink mix
1534.0,ANN-ORG-NAR-100GM,annapoorna farms,nariyal sukha,organic,100 gm,GM,packets,annapoorna farms nariyal sukha
1535.0,ANN-HEA-GUL-250GM,annapoorna farms,gulkand syrup,health,250 gm,GM,packets,annapoorna farms gulkand syrup
1536.0,ANN-REA-SAT-250GM,annapoorna farms,sattu drink mix,ready mix,250 gm,GM,packets,annapoorna farms sattu drink mix
1537.0,PUR-REA-GUL-250GM,puredesi,gulkand syrup,ready mix,250 gm,GM,packets,puredesi gulkand syrup
1538.0,ANA-SPI-SES-500GM,anand bazaar,sesame oil,spices,500 gm,GM,bottles,anand bazaar sesame oil
1539.0,SAH-SPI-COC-1KG,sahyadri farms,coconut flour,spices,1 kg,KG,packets,sahyadri farms coconut flour
1540.0,PUR-BEV-GAR-1KG,puredesi,garlic paste,beverage,1 kg,KG,packets,puredesi garlic paste
1541.0,HEA-ORG-SES-500ML,healthyroots,sesame oil,organic,500 ml,ML,bottles,healthyroots sesame oil
1542.0,IND-ORG-ORG-500ML,indian harvest,organic rava,organic,500 ml,ML,packets,indian harvest organic rava
1543.0,SHR-CON-CHI-1LTR,shree ganesh,chilli flakes,condiments,1 ltr,LTR,packets,shree ganesh chilli flakes
1544.0,SHA-STA-ORG-1KG,shakti foods,organic rava,staples,1 kg,KG,packets,shakti foods organic rava
1545.0,HEA-SNA-JAG-1KG,healthyroots,jaggery powder,snacks,1 kg,KG,packets,healthyroots jaggery powder
1546.0,ANA-ORG-GUL-250GM,anand bazaar,gulkand syrup,organic,250 gm,GM,packets,anand bazaar gulkand syrup
1547.0,SWA-SPI-GUL-500GM,swadisht,gulkand syrup,spices,500 gm,GM,packets,swadisht gulkand syrup
1548.0,RAJ-BEV-BAR-250GM,rajwadi foods,barley flour,beverage,250 gm,GM,packets,rajwadi foods barley flour
1549.0,PAT-BEV-TAM-1KG,patanjali nature,tamarind paste,beverage,1 kg,KG,packets,patanjali nature tamarind paste
1550.0,KIS-REA-JAG-1KG,kisan plus,jaggery powder,ready mix,1 kg,KG,packets,kisan plus jaggery powder
1551.0,RAS-ORG-KAS-500GM,rasoi magic,kasuri methi,organic,500 gm,GM,packets,rasoi magic kasuri methi
1552.0,SWA-HEA-NAR-500GM,swadisht,nariyal sukha,health,500 gm,GM,packets,swadisht nariyal sukha
1553.0,SHR-ORG-TOO-500ML,shree ganesh,toor dal premium,organic,500 ml,ML,packets,shree ganesh toor dal premium
1554.0,ORG-ORG-ORG-1KG,organic roots,organic rava,organic,1 kg,KG,packets,organic roots organic rava
1555.0,ANA-REA-KAS-250GM,anand bazaar,kasuri methi,ready mix,250 gm,GM,packets,anand bazaar kasuri methi
1556.0,DES-REA-FOX-100GM,desimart,foxtail millet,ready mix,100 gm,GM,packets,desimart foxtail millet
1557.0,PUR-BEV-MAS-1KG,puredesi,masala papad,beverage,1 kg,KG,packets,puredesi masala papad
1558.0,ANA-BEV-BAR-500ML,anand bazaar,barley flour,beverage,500 ml,ML,packets,anand bazaar barley flour
1559.0,ANA-SPI-TOO-500ML,anand bazaar,toor dal premium,spices,500 ml,ML,packets,anand bazaar toor dal premium
1560.0,SAH-ORG-TAM-500GM,sahyadri farms,tamarind paste,organic,500 gm,GM,packets,sahyadri farms tamarind paste
1561.0,GOK-DAI-PRE-1KG,gokul fresh,premium sattu,dairy,1 kg,KG,packets,gokul fresh premium sattu
1562.0,KIS-SNA-SES-500ML,kisan plus,sesame oil,snacks,500 ml,ML,bottles,kisan plus sesame oil
1564.0,LOK-CON-BAR-500ML,lokmanya foods,barley flour,condiments,500 ml,ML,packets,lokmanya foods barley flour
1565.0,SAP-CON-KAS-100GM,sapna foods,kasuri methi,condiments,100 gm,GM,packets,sapna foods kasuri methi
1566.0,RAN-SPI-TOO-1LTR,ranchi fresh,toor dal premium,spices,1 ltr,LTR,packets,ranchi fresh toor dal premium
1567.0,DES-REA-JAG-500GM,desimart,jaggery powder,ready mix,500 gm,GM,packets,desimart jaggery powder
1568.0,SWA-HEA-COC-250GM,swadisht,coconut flour,health,250 gm,GM,packets,swadisht coconut flour
1569.0,RAS-REA-GUL-500GM,rasoi magic,gulkand syrup,ready mix,500 gm,GM,packets,rasoi magic gulkand syrup
1570.0,KHA-BEV-ORG-500ML,khanna foods,organic rava,beverage,500 ml,ML,packets,khanna foods organic rava
1571.0,PUR-SNA-GAR-1LTR,puredesi,garlic paste,snacks,1 ltr,LTR,packets,puredesi garlic paste
1572.0,SHA-ORG-BAR-1KG,shakti foods,barley flour,organic,1 kg,KG,packets,shakti foods barley flour
1573.0,JAI-HEA-MUS-1LTR,jai kisan,mustard chutney,health,1 ltr,LTR,packets,jai kisan mustard chutney
1574.0,LOK-SPI-KAS-100GM,lokmanya foods,kasuri methi,spices,100 gm,GM,packets,lokmanya foods kasuri methi
1575.0,LOK-DAI-GUL-1LTR,lokmanya foods,gulkand syrup,dairy,1 ltr,LTR,packets,lokmanya foods gulkand syrup
1576.0,PAT-REA-CHI-1KG,patanjali nature,chilli flakes,ready mix,1 kg,KG,packets,patanjali nature chilli flakes
1577.0,ANA-BEV-COC-1KG,anand bazaar,coconut flour,beverage,1 kg,KG,packets,anand bazaar coconut flour
1578.0,BHA-STA-NAR-500ML,bharat organics,nariyal sukha,staples,500 ml,ML,packets,bharat organics nariyal sukha
1579.0,LOK-REA-BLA-100GM,lokmanya foods,black rice,ready mix,100 gm,GM,bags,lokmanya foods black rice
1580.0,PAT-SPI-JAG-500GM,patanjali nature,jaggery powder,spices,500 gm,GM,packets,patanjali nature jaggery powder
1581.0,IND-CON-GUL-1KG,indian harvest,gulkand syrup,condiments,1 kg,KG,packets,indian harvest gulkand syrup
1582.0,SHR-HEA-SES-1KG,shree ganesh,sesame oil,health,1 kg,KG,bottles,shree ganesh sesame oil
1583.0,LOK-BEV-MUS-1KG,lokmanya foods,mustard chutney,beverage,1 kg,KG,packets,lokmanya foods mustard chutney
1584.0,SHR-ORG-JAG-1KG,shree ganesh,jaggery powder,organic,1 kg,KG,packets,shree ganesh jaggery powder
1585.0,LOK-BEV-SES-1KG,lokmanya foods,sesame oil,beverage,1 kg,KG,bottles,lokmanya foods sesame oil
1586.0,RAS-DAI-MAS-500ML,rasoi magic,masala papad,dairy,500 ml,ML,packets,rasoi magic masala papad
1587.0,RAS-CON-BAR-500ML,rasoi magic,barley flour,condiments,500 ml,ML,packets,rasoi magic barley flour
1588.0,ANM-CON-COC-1LTR,anmol fresh,coconut flour,condiments,1 ltr,LTR,packets,anmol fresh coconut flour
1589.0,IND-SPI-TAM-250GM,indian harvest,tamarind paste,spices,250 gm,GM,packets,indian harvest tamarind paste
1590.0,ANM-HEA-SAT-1KG,anmol fresh,sattu drink mix,health,1 kg,KG,packets,anmol fresh sattu drink mix
1591.0,SAH-HEA-PRE-100GM,sahyadri farms,premium sattu,health,100 gm,GM,packets,sahyadri farms premium sattu
1592.0,PUR-BEV-COC-100GM,puredesi,coconut flour,beverage,100 gm,GM,packets,puredesi coconut flour
1593.0,SAH-SNA-JAG-1L,sahyadri farms,jaggery powder,snacks,1 ltr,LTR,packets,sahyadri farms jaggery powder
1594.0,DES-SPI-TOO-100GM,deshvidesh,toor dal premium,spices,100 gm,GM,packets,deshvidesh toor dal premium
1595.0,GOK-SPI-PEA-500GM,gokul fresh,peanut butter (natural),spices,500 gm,GM,packets,gokul fresh peanut butter (natural)
1596.0,SAP-CON-MAS-500ML,sapna foods,masala papad,condiments,500 ml,ML,packets,sapna foods masala papad
1597.0,RAN-SNA-SES-500ML,ranchi fresh,sesame oil,snacks,500 ml,ML,bottles,ranchi fresh sesame oil
1598.0,RAJ-BEV-SES-500ML,rajwadi foods,sesame oil,beverage,500 ml,ML,bottles,rajwadi foods sesame oil
1599.0,BHA-STA-GAR-500GM,bharat organics,garlic paste,staples,500 gm,GM,packets,bharat organics garlic paste
1600.0,LOK-SNA-COL-1KG,lokmanya foods,cold pressed mustard oil,snacks,1 kg,KG,bottles,lokmanya foods cold pressed mustard oil
1601.0,MAN-DAI-GUL-500GM,mandala foods,gulkand syrup,dairy,500 gm,GM,packets,mandala foods gulkand syrup
1602.0,TRI-SNA-COC-1LTR,triveni foods,coconut flour,snacks,1 ltr,LTR,packets,triveni foods coconut flour
1603.0,PUR-REA-ORG-500ML,puredesi,organic rava,ready mix,500 ml,ML,packets,puredesi organic rava
1604.0,DES-REA-MUS-500GM,deshvidesh,mustard chutney,ready mix,500 gm,GM,packets,deshvidesh mustard chutney
1605.0,HIM-BEV-PRE-500ML,himalaya greens,premium sattu,beverage,500 ml,ML,packets,himalaya greens premium sattu
1606.0,IND-SNA-COC-1KG,indian harvest,coconut flour,snacks,1 kg,KG,packets,indian harvest coconut flour
1607.0,TAS-BEV-SAT-1LTR,tastybasket,sattu drink mix,beverage,1 ltr,LTR,packets,tastybasket sattu drink mix
1608.0,RAS-DAI-SAT-100GM,rasoi magic,sattu drink mix,dairy,100 gm,GM,packets,rasoi magic sattu drink mix
1609.0,SAP-SPI-BAR-1KG,sapna foods,barley flour,spices,1 kg,KG,packets,sapna foods barley flour
1610.0,PAT-REA-COC-100GM,patanjali nature,coconut flour,ready mix,100 gm,GM,packets,patanjali nature coconut flour
1611.0,KIS-STA-ORG-1KG,kisan plus,organic rava,staples,1 kg,KG,packets,kisan plus organic rava
1612.0,HIM-REA-FOX-1LTR,himalaya greens,foxtail millet,ready mix,1 ltr,LTR,packets,himalaya greens foxtail millet
1613.0,ANN-STA-COC-250GM,annapoorna farms,coconut flour,staples,250 gm,GM,packets,annapoorna farms coconut flour
1614.0,GRE-CON-GAR-1KGM,green valley,garlic paste,condiments,1 kg,KG,packets,green valley garlic paste
1615.0,GOK-BEV-NAR-100GM,gokul fresh,nariyal sukha,beverage,100 gm,GM,packets,gokul fresh nariyal sukha
1617.0,ANM-SPI-CHI-100GM,anmol fresh,chilli flakes,spices,100 gm,GM,packets,anmol fresh chilli flakes
1618.0,DES-SPI-COL-1KG,desimart,cold pressed mustard oil,spices,1 kg,KG,bottles,desimart cold pressed mustard oil
1619.0,PAT-SNA-GUL-250GM,patanjali nature,gulkand syrup,snacks,250 gm,GM,packets,patanjali nature gulkand syrup
1620.0,RAN-REA-PEA-500GM,ranchi fresh,peanut butter (natural),ready mix,500 gm,GM,packets,ranchi fresh peanut butter (natural)
1621.0,VED-HEA-COL-250GM,vedic provisions,cold pressed mustard oil,health,250 gm,GM,bottles,vedic provisions cold pressed mustard oil
1623.0,VED-ORG-SAT-100GM,vedic provisions,sattu drink mix,organic,100 gm,GM,packets,vedic provisions sattu drink mix
1624.0,VED-SNA-SES-500GM,vedic provisions,sesame oil,snacks,500 gm,GM,bottles,vedic provisions sesame oil
1625.0,PAT-SNA-TAM-500ML,patanjali nature,tamarind paste,snacks,500 ml,ML,packets,patanjali nature tamarind paste
1626.0,GRE-DAI-NAR-250GM,green valley,nariyal sukha,dairy,250 gm,GM,packets,green valley nariyal sukha
1627.0,RAJ-CON-KAS-1KG,rajwadi foods,kasuri methi,condiments,1 kg,KG,packets,rajwadi foods kasuri methi
1628.0,HIM-BEV-FOX-500ML,himalaya greens,foxtail millet,beverage,500 ml,ML,packets,himalaya greens foxtail millet
1629.0,SHR-SNA-JAG-1KG,shree ganesh,jaggery powder,snacks,1 kg,KG,packets,shree ganesh jaggery powder
1630.0,HIM-SNA-TOO-1KG,himalaya greens,toor dal premium,snacks,1 kg,KG,packets,himalaya greens toor dal premium
1631.0,GOK-SPI-TOO-1KG,gokul fresh,toor dal premium,spices,1 kg,KG,packets,gokul fresh toor dal premium
1632.0,ANN-CON-KAS-250GM,annapoorna farms,kasuri methi,condiments,250 gm,GM,packets,annapoorna farms kasuri methi
1633.0,BHA-CON-MUS-1LTR,bharat organics,mustard chutney,condiments,1 ltr,LTR,packets,bharat organics mustard chutney
1634.0,SWA-HEA-GUL-1LTR,swaadindia,gulkand syrup,health,1 ltr,LTR,packets,swaadindia gulkand syrup
1635.0,KIS-REA-SAT-1LTR,kisan plus,sattu drink mix,ready mix,1 ltr,LTR,packets,kisan plus sattu drink mix
1636.0,GRE-CON-COC-1KGM,green valley,coconut flour,condiments,1 kg,KG,packets,green valley coconut flour
1637.0,SHA-REA-MUS-100GM,shakti foods,mustard chutney,ready mix,100 gm,GM,packets,shakti foods mustard chutney
1638.0,SHR-REA-NAR-250GM,shree ganesh,nariyal sukha,ready mix,250 gm,GM,packets,shree ganesh nariyal sukha
1639.0,TRI-ORG-KAS-500GM,triveni foods,kasuri methi,organic,500 gm,GM,packets,triveni foods kasuri methi
1640.0,SAP-STA-COL-500ML,sapna foods,cold pressed mustard oil,staples,500 ml,ML,bottles,sapna foods cold pressed mustard oil
1641.0,ANN-REA-COC-1KG,annapoorna farms,coconut flour,ready mix,1 kg,KG,packets,annapoorna farms coconut flour
1642.0,EVE-SPI-COR-750GM,everest,coriander powder,spices,750 gm,GM,packets,everest coriander powder
1643.0,MOT-DAI-CUR-8LTR,mother dairy,curd,dairy,8 ltr,LTR,packets,mother dairy curd
1644.0,AMU-DAI-BUT-750ML,amul,butter,dairy,750 ml,ML,packets,amul butter
1645.0,EVE-SPI-COR-5KG,everest,coriander powder,spices,5 kg,KG,packets,everest coriander powder
1646.0,MDH-SPI-TUR-500GM,mdh,turmeric powder,spices,500 gm,GM,packets,mdh turmeric powder
1647.0,SPR-BEV-COL-3LTR,sprite,cold drink,beverages,3 ltr,LTR,packets,sprite cold drink
1648.0,COL-HOU-GLA-8LTR,colin,glass cleaner,household,8 ltr,LTR,bottles,colin glass cleaner
1649.0,LIF-PER-SOA-2PCS,lifebuoy,soap,personal care,2 pcs,PCS,packets,lifebuoy soap
1650.0,LAY-SNA-CHI-1PCS,lay's,chips,snacks,1 pcs,PCS,packets,lay's chips
1651.0,FOR-GRA-WHE-4KG,fortune,wheat flour,grains,4 kg,KG,packets,fortune wheat flour
1652.0,IND-GRA-BAS-2KG,india gate,basmati rice,grains,2 kg,KG,bags,india gate basmati rice
1653.0,BRI-SNA-COO-1000GM,britannia,cookies,snacks,1000 gm,GM,packets,britannia cookies
1654.0,COL-PER-TOO-3PCS,colgate,toothpaste,personal care,3 pcs,PCS,tubes,colgate toothpaste
1655.0,COL-HOU-GLA-9LTR,colin,glass cleaner,household,9 ltr,LTR,bottles,colin glass cleaner
1656.0,COL-HOU-GLA-2LTR,colin,glass cleaner,household,2 ltr,LTR,bottles,colin glass cleaner
1657.0,FOR-GRA-WHE-2KG,fortune,wheat flour,grains,2 kg,KG,packets,fortune wheat flour
